HAL7,HAL8,HAL9,HAL10,HAL11,HAL12,HAL13,HAL14,HAL15,HAL16,HAL17,HAL18,HAL19,HAL20,HAL21,HAL22,HAL23,HAL24,HAL25,HAL26,HAL27,HAL28,HAL29,HAL30,HAL31,HAL32,HAL33,HAL34,HAL35,HAL36,HAL37,HAL38,HAL39,HAL40,HAL41,HAL42,HAL43,HAL44,HAL45,HAL46
0.816699680002575,0.714669499211716,0.721541772956231,0.764484522703729,0.767908918759802,0.782276542482402,0.756426275278537,0.771367880149782,0.735710849632232,0.729659159308198,0.744037978301883,0.755076684924126,0.752704770681365,0.735614849139912,0.745132736096143,0.750107541864178,0.775374495258528,0.776558798596486,0.800857923147881,0.715107186562602,0.725203193964021,0.73681074633881,0.72053412191738,0.723677982235516,0.718100650003098,0.71828595870365,0.70010323622773,0.723612679677869,0.723270697843767,0.717519954825091,0.720726102874219,0.720639375551039,0.721372948711186,0.715785243186498,0.715482563835934,0.712368509153225,0.706610111727363,0.714950347292772,0.710860513037805,0.718252234068613
0.814214337504543,0.713786120829283,0.715624666893981,0.767785499542633,0.763729000893807,0.780140496401174,0.757049697326048,0.775616906405231,0.729764996463041,0.72560493329645,0.738890294554257,0.752543201854508,0.750361883430337,0.730046492424246,0.743445435579676,0.746019131662834,0.770781579378541,0.771906777878541,0.801115628499797,0.713955560403381,0.719268690241231,0.731275565846693,0.71706904916154,0.718467223936483,0.715337191114411,0.714468482999271,0.692987621288028,0.717306217362634,0.718260414805378,0.714880241847135,0.717242143335371,0.715955133587905,0.717574875196693,0.713407365046756,0.713590625381805,0.708881847669133,0.702334401929345,0.712992152611931,0.709057473656221,0.714009553093331
0.814296317145158,0.71038879834471,0.710516812094702,0.771396058576902,0.761320056316767,0.77926911706103,0.758052932671801,0.780476774673145,0.726047862314068,0.72309352693519,0.736674623585749,0.750645114964664,0.749108444324564,0.727453879072835,0.741372456862304,0.742308253268004,0.768343359160935,0.769285178638992,0.801873202365241,0.710809874851131,0.712204180785184,0.728344076141165,0.713175222750681,0.711339833737687,0.711872156199784,0.710170029606335,0.685026698842821,0.711581309011518,0.7109904432282,0.710591380456857,0.712695210874089,0.711028147814914,0.711944484029381,0.710233384553085,0.711239345472196,0.704769738302932,0.699006659873233,0.708367225963612,0.705848375799029,0.708530090356857
0.817242072811733,0.706399850446725,0.706801154149669,0.771446299397145,0.760582427192321,0.778804956304552,0.757268720343797,0.784228293875659,0.723043598188698,0.720786662170279,0.735071143276941,0.749340760068629,0.748480716845326,0.725486080864207,0.737933765748275,0.740830369779349,0.768631837155574,0.767558655786722,0.80323249820436,0.707387550057337,0.705631850224749,0.726278143036337,0.708912900499304,0.705153986129903,0.709181003387736,0.705533918494544,0.676876108526863,0.706695024862514,0.704962915657622,0.707008210721332,0.70814077947644,0.706661720056877,0.706111494163021,0.706806999795558,0.707656539852242,0.700855759254425,0.695946457470903,0.704331195132476,0.701731430876708,0.704880935590081
0.823084426248021,0.703990367695995,0.705752160273405,0.769368789062198,0.761906551436543,0.778831205279646,0.753970613462419,0.783644389686036,0.721227026346865,0.717837243605392,0.73391718998743,0.749931770428728,0.748669106797767,0.722196918958284,0.7341453544105,0.740842651535113,0.77039114722424,0.766806934108893,0.805084140080856,0.704599350086367,0.70277105592878,0.722599669279842,0.707009663214857,0.702385405562039,0.706942731825011,0.702000586737994,0.669905742974205,0.704324126583344,0.703088660554235,0.704471205287977,0.705320806727725,0.704675040378921,0.703618341054066,0.703681471060133,0.704059721939075,0.697865939775984,0.693266255447543,0.701539637924461,0.697775098309389,0.704721303228056
0.829578303857604,0.70315145888368,0.706760833854788,0.771102779307071,0.763628051286363,0.779306902982837,0.752528641165207,0.782022468654159,0.720238438351895,0.714279834975069,0.734629981390797,0.752230261635599,0.750056163329471,0.71959726241523,0.731800138764341,0.741995135823498,0.77213676215697,0.765651945945512,0.807077361025757,0.702809424722879,0.703954312197103,0.719670964384341,0.706765264953281,0.703458796947293,0.705477124625984,0.70000551648043,0.667703385011797,0.70406215792909,0.705979543344369,0.703999231198267,0.704766299033308,0.706366934005585,0.704834336051182,0.701819266178769,0.701022187381982,0.696461255236864,0.691944032320509,0.699314863173602,0.695390347008802,0.705357294702193
0.835495388777674,0.7030352681352,0.708091706997152,0.777698024861507,0.767745211771603,0.779970240425183,0.755340641328144,0.784046399985858,0.719906026743571,0.711833536090884,0.736801095702368,0.754638344629789,0.751511274511104,0.719847120234117,0.733916922669753,0.743425042558821,0.772076065928461,0.765794275511151,0.808979626093055,0.702182406497616,0.706730096814215,0.718806073441127,0.707740881454225,0.706511780522081,0.70456730744525,0.698883219353685,0.668980254506881,0.705523755358275,0.710360535560498,0.704914993922967,0.706311383799423,0.709389348497856,0.708036140291827,0.701014639002177,0.698344870658205,0.696098142625323,0.69269383541394,0.697350939904687,0.694422004354472,0.704853775480924
0.840026593415066,0.702073705213223,0.709358099700642,0.785499315633561,0.772352042241878,0.781235160974148,0.762384476886408,0.789662801874913,0.720082139664415,0.712345473356224,0.738644423632613,0.759130622492375,0.753028762533205,0.721999856935311,0.738827581194558,0.744565954774339,0.772032676072671,0.768194778701492,0.810641285278908,0.702065715901159,0.708499264653597,0.719180162507242,0.709215055922125,0.708970562842379,0.703776531220367,0.697791042116229,0.67163213189961,0.706605906442883,0.712302913434932,0.705500952463948,0.708802776067375,0.710467551093219,0.710166444328913,0.69983287301326,0.696735394476211,0.697594694552906,0.695519263168741,0.694667757146201,0.696263521046215,0.702151633117846
0.843848139959417,0.700223335169469,0.711971758775443,0.787781268117173,0.774714748979341,0.783034079269805,0.768256756717745,0.796368025206362,0.722323097983689,0.715260156710947,0.740053067867694,0.763391273247715,0.755424974006189,0.724772076546731,0.743802026351184,0.745312738251736,0.773191481477878,0.771668627570598,0.812014894655447,0.700670604455872,0.710547769363085,0.721295832083069,0.710274139002468,0.710802703503959,0.702809506668313,0.696347921350667,0.6745183476084,0.708691678135669,0.711758654437701,0.70480283070834,0.710430123975585,0.710607961181263,0.709938017068404,0.697847349001693,0.695965212966762,0.699864989896462,0.700043888847556,0.692437943646434,0.699638188141908,0.698717396659005
0.846078049086963,0.69809431843877,0.716073203667102,0.781190524664655,0.774834452452139,0.784854142949923,0.768783263336276,0.800819571750538,0.72405155904259,0.718068380993957,0.740552470948872,0.766416796287415,0.757253708045914,0.726340386085931,0.744390057799068,0.746371820151613,0.775682685396512,0.774537119795774,0.813422059158486,0.698021799725869,0.715272586483369,0.723879099026377,0.713678329413508,0.713635999937487,0.701269063157767,0.695154744115761,0.677464410584223,0.713296725737128,0.711068252321662,0.702463071043142,0.711415083716502,0.712448580371549,0.709622175578828,0.695421401503935,0.69563856815645,0.701729186823024,0.705038319823739,0.690206827707304,0.702415320443943,0.695074245678663
