Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate,L_VOF,R_VOF,L_Arcuate_Posterior,R_Arcuate_Posterior,L_posteriorArcuate_vot,R_posteriorArcuate_vot
0.97809539126689,0.991996929598868,1.06335620846947,1.07858564607886,0.974718884851593,1.00683687387731,0.930209550230626,0.918841540763544,0.993610796979117,0.960788341942541,1.01922019379913,1.15865806180617,1.26229151159564,1.17060405202734,0.950857572331585,0.958326348946954,1.09280900012012,1.11805098533559,0.92434168956692,0.909755284302318,0.900331309569506,0.912838356882463,0.991547691246146,0.975126124886282,0.901968266300238,0.964950986033459
0.980134348543551,0.998858788614975,1.08131079607641,1.10632337619178,0.99155773104988,1.03203188900496,0.934135961552734,0.919105033992955,1.00612490644826,0.966803447762773,0.998962166601217,1.23723578690421,1.26788594363649,1.1762774772321,0.953308177279421,0.960166349651618,1.09081465322134,1.11716391619262,0.924605201007508,0.908940666835558,0.903524650744306,0.91737064462467,0.998406388066605,0.989155835655781,0.901983044815965,0.961330687070125
0.983867110049688,1.00515677325595,1.09521314518209,1.14727623666189,1.00030681564715,1.04055916801007,0.940710321858177,0.918941440674469,1.09004594977667,0.977070538147658,1.01267752248789,1.24444965661139,1.27224472050402,1.18187286292176,0.955246886406869,0.960333040886996,1.09020648460042,1.11649937900143,0.923532928904532,0.909968420638481,0.907086944182827,0.922438072222872,1.00537974922086,1.00048135175985,0.905040957732903,0.959040308578011
0.988389093161141,1.00990226007075,1.11447966128318,1.20462012584467,1.00862654175431,1.05394310883923,0.951012811208359,0.920245787722699,1.20172956278239,0.988897779775795,1.05064409999014,1.23363574922808,1.27775845803786,1.19001926720009,0.955599578405869,0.959463601171206,1.09196961631125,1.11634578293366,0.923422557083881,0.903495078277873,0.910950623301629,0.927778132070415,1.01282959839008,1.01068930410209,0.909171878948538,0.958360973866693
0.99376268855472,1.01502777700392,1.14240836150219,1.25836298531387,1.02044468843966,1.06685053336371,0.963482874783906,0.919724409761497,1.3509065091562,1.00280553638212,1.05782201873828,1.21923801247865,1.28910916305631,1.19693030942973,0.954775676441838,0.958852462970854,1.09568195988634,1.11672579753941,0.923800253246553,0.898537963051513,0.915247065672398,0.933131341435958,1.01785527927639,1.01826259268394,0.911971338834962,0.957689101117381
0.998658090919213,1.01807986259179,1.1692026820824,1.28410924191846,1.02925126342326,1.07763350353714,0.972723731747943,0.921641594225518,1.46605637256163,1.0138678523974,1.09052583150339,1.19196024308376,1.30460900586215,1.20791348519245,0.953583119957206,0.958127131299024,1.0992208708616,1.11722968303553,0.924214205576321,0.897755779718465,0.919907116842626,0.938382806002519,1.02223506748712,1.02485621640877,0.913583917423195,0.957610897514201
1.00473599252324,1.01898966744739,1.19236861250224,1.29246419523245,1.04063819858809,1.08839089130691,0.982832850136996,0.925145548346768,1.5597008825252,1.02256286761597,1.15367926399934,1.17439438735388,1.31503490522976,1.22555589926033,0.951669880063395,0.956588135247926,1.10176648323858,1.11746767274714,0.922629830181493,0.894174778130931,0.924815486178909,0.943647065389863,1.02676382469448,1.03199545066409,0.914746276435787,0.958831493678889
1.01154999501976,1.0175816109588,1.21589479516127,1.30459388601253,1.04812552424076,1.09985454443242,0.992266125040801,0.930421142853214,1.59131479128026,1.03073585674699,1.17208187023827,1.20590356840666,1.32363321824289,1.23923907198905,0.949045285918558,0.953808482092368,1.10356154079768,1.11586319697934,0.922799103999888,0.890918396149476,0.929671510438355,0.948606249847561,1.03125775821026,1.04025589409648,0.915444942082795,0.961955672283737
1.01718660837127,1.01955136265408,1.23974937409714,1.32975491935392,1.05448026218002,1.09804826156188,1.0025921709941,0.936937146849974,1.61246842913735,1.0387648916352,1.2042677093067,1.18841315448443,1.33171707741864,1.25005572850963,0.946509683391622,0.950533458764886,1.10351454969815,1.11461116214022,0.925637997701892,0.892070573423682,0.934581272601591,0.953415277360294,1.03504511763296,1.04892184767687,0.917680646021998,0.966315404784386
1.02031261144688,1.02491606695549,1.27059677439608,1.3749264758654,1.06060076441856,1.10397750479517,1.01270471815569,0.940840558229599,1.6544667912114,1.04573135055467,1.21723182195447,1.23673314835146,1.34197053112194,1.26150840393442,0.944466504394483,0.947214798028145,1.10367761957335,1.11396194702287,0.929663400918744,0.896927388823381,0.939017468641385,0.957933964994792,1.03638474851347,1.05669634936224,0.92051076591832,0.970644619363178
1.02392232176974,1.0300526258997,1.30939129546247,1.43216616710041,1.06099571895911,1.1222937677227,1.02691896682022,0.945126255194348,1.6021220856407,1.05045847265717,1.25754307867147,1.29211876735969,1.35052537656406,1.27044741348055,0.943982113603282,0.943217814607585,1.10356728559175,1.11454158471244,0.93845085845276,0.900084516290189,0.943118522645596,0.962292427253111,1.03839541866198,1.06530689879073,0.922779364792888,0.974529926029016
1.02732990760722,1.03510614939028,1.35110248501797,1.4980082864594,1.06701826869428,1.12873212713547,1.04331153086296,0.948183949466997,1.5274466545686,1.05086052258963,1.28664104361101,1.34910593712747,1.35576395232079,1.27928578904489,0.943452205842004,0.939435582575042,1.10315995466104,1.11607213925212,0.949832923199695,0.909895588838262,0.946996479926559,0.966561546910155,1.04046516005687,1.07465516898631,0.925014054372855,0.978437398786418
1.02814527285102,1.03826946525597,1.40810937900208,1.54885718312824,1.07550501719103,1.13732825989614,1.05670568537412,0.950139815025115,1.45119753272287,1.04843596475873,1.25406378247642,1.43344893752891,1.35735085175778,1.29202744101068,0.943342857881062,0.936317117984216,1.10232645348368,1.11735963535373,0.961001048488754,0.920612548810549,0.950488994497437,0.970303229333651,1.04178265804829,1.08394899071052,0.929461610821725,0.981075441773591
1.03032505217949,1.04094080290793,1.45815655936151,1.56803128591807,1.08439428670561,1.14543614551093,1.066086994807,0.951529567640098,1.4208982180578,1.04658681072082,1.29526337700171,1.50823445746172,1.35637420178724,1.30217033620344,0.94333774700645,0.933540266248284,1.10240973414113,1.1186144317503,0.968743646233219,0.932086484157858,0.953626369164191,0.973826603043019,1.04213580000275,1.09450835101655,0.936844863586963,0.984693223565357
