Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate,L_VOF,R_VOF,L_Arcuate_Posterior,R_Arcuate_Posterior,L_posteriorArcuate_vot,R_posteriorArcuate_vot
870,776,276,282,172,126,449,257,19,1089,20,17,1078,1349,9463,10057,679,1088,1547,669,3782,4691,382,1229,278,239
854,765,278,277,172,124,442,258,19,1070,20,17,1077,1341,9380,9981,655,1077,1524,665,3770,4702,395,1222,275,233
847,767,290,306,171,128,451,258,19,1083,20,17,1076,1347,9519,10093,679,1080,1532,675,3789,4631,390,1239,279,229
851,767,321,309,170,129,458,262,19,1077,20,17,1085,1338,9763,10369,696,1075,1543,677,3721,4695,394,1234,278,235
861,768,339,327,168,125,450,250,19,1081,20,17,1097,1341,9922,10421,673,1099,1564,686,3816,4708,397,1236,275,240
854,773,357,345,169,127,453,260,19,1084,20,17,1095,1357,10126,10628,686,1122,1580,690,3865,4716,401,1246,287,240
865,772,376,358,164,126,464,263,19,1090,20,17,1090,1346,10224,10654,706,1128,1575,699,3866,4723,397,1240,290,243
864,768,380,365,175,128,453,262,19,1091,20,17,1092,1346,10314,10714,703,1143,1581,694,3913,4796,395,1245,285,243
862,777,393,366,171,128,471,265,19,1110,20,17,1102,1363,10319,10846,709,1135,1559,704,3904,4781,408,1253,293,240
859,775,403,387,171,129,458,265,19,1094,20,17,1106,1351,10395,10871,711,1167,1563,702,3943,4811,408,1257,287,241
861,780,400,388,170,125,470,267,19,1097,20,17,1093,1352,10370,10817,708,1162,1561,685,3956,4816,406,1263,283,246
862,777,418,377,177,127,465,262,19,1106,20,17,1093,1362,10292,10878,695,1135,1556,693,3963,4783,410,1252,280,240
857,779,405,388,168,128,451,264,19,1095,20,17,1106,1356,10297,10740,721,1168,1551,687,3957,4812,389,1266,277,237
862,769,404,388,170,127,450,267,19,1079,20,17,1080,1345,10201,10686,702,1159,1541,686,3932,4825,399,1265,288,240
863,781,422,374,174,127,446,261,19,1112,20,17,1083,1340,10125,10574,718,1160,1538,695,3957,4818,388,1248,278,245
862,780,409,379,169,123,443,264,19,1097,20,17,1096,1350,10004,10504,724,1157,1526,696,3930,4863,398,1252,275,245
865,779,414,373,167,123,452,253,19,1094,19,17,1094,1351,9832,10411,717,1140,1515,685,4011,4792,388,1259,276,252
857,766,395,374,163,123,436,268,19,1061,19,17,1093,1338,9719,10287,709,1155,1512,676,3986,4832,398,1262,277,250
863,770,381,379,167,125,445,251,19,1081,20,17,1073,1332,9680,10095,707,1143,1513,683,3995,4855,387,1248,273,250
856,775,395,364,170,122,439,258,19,1077,20,17,1081,1334,9478,10019,718,1119,1495,672,4028,4810,390,1261,283,248
858,772,378,361,168,124,439,245,19,1071,20,17,1078,1333,9355,9852,723,1121,1483,678,4003,4832,385,1247,283,240
868,769,392,370,168,124,436,249,19,1078,20,17,1074,1333,9170,9665,728,1083,1485,681,4016,4820,379,1245,285,250
861,775,386,363,165,123,429,247,18,1050,20,17,1077,1324,8988,9555,713,1103,1451,677,3958,4846,376,1246,284,250
849,772,395,353,164,121,432,245,19,1046,20,17,1066,1338,8888,9410,704,1094,1426,683,3976,4815,367,1234,278,250
849,767,387,365,168,118,425,234,19,1022,20,17,1055,1321,8699,9219,718,1075,1426,675,3991,4807,356,1233,285,254
842,767,403,357,166,124,425,238,18,1035,20,17,1051,1314,8637,9001,693,1068,1407,665,4000,4822,358,1225,286,252
847,765,397,359,160,123,419,237,18,1026,20,17,1042,1318,8466,8900,688,1047,1400,671,4029,4868,350,1237,281,256
846,762,397,351,160,121,416,241,18,992,20,17,1046,1295,8310,8823,678,1038,1398,655,4000,4857,353,1236,286,256
853,758,419,368,166,122,405,245,19,990,20,17,1039,1309,8167,8682,683,1044,1379,659,3982,4854,343,1224,293,257
840,757,413,370,171,121,428,224,19,956,20,17,1044,1298,8038,8482,687,1032,1383,665,3983,4861,338,1203,288,256
832,753,418,385,159,120,403,238,19,971,20,17,1031,1290,7879,8341,681,1035,1350,658,4039,4856,335,1220,281,259
829,747,420,376,160,123,395,241,19,967,20,17,1045,1288,7787,8245,680,1000,1325,655,4008,4854,335,1198,285,261
811,746,419,371,161,121,391,231,18,952,20,17,1033,1286,7640,8121,658,1003,1301,651,3989,4829,337,1207,284,253
818,745,412,358,155,123,369,228,19,934,20,17,1037,1292,7552,8041,661,1002,1291,633,3991,4852,335,1204,283,256
812,741,413,366,156,127,380,234,19,904,20,16,1011,1275,7458,7988,661,1002,1288,618,4002,4813,337,1193,285,255
803,747,427,377,155,122,361,229,19,910,19,17,998,1255,7350,7797,659,985,1266,623,4024,4856,334,1179,284,259
813,726,427,379,154,120,370,225,18,890,20,17,1011,1257,7254,7734,640,976,1234,626,4009,4829,330,1200,288,258
788,728,429,397,156,120,364,222,17,892,20,17,1002,1252,7173,7606,638,976,1233,628,4003,4857,331,1168,290,256
794,715,442,391,158,121,350,222,18,867,20,17,989,1243,7129,7492,641,974,1212,622,4029,4868,322,1148,289,258
795,719,444,401,154,123,352,213,19,864,20,17,990,1239,7075,7459,628,995,1212,622,3997,4880,334,1159,292,253
789,702,447,407,155,121,345,219,19,866,20,17,989,1225,6989,7387,620,976,1202,605,4077,4828,343,1141,290,258
779,692,468,407,155,120,345,218,19,860,20,17,965,1222,6932,7344,609,972,1170,623,4003,4808,331,1131,298,256
767,699,473,408,159,119,332,222,19,841,20,17,970,1237,6903,7231,615,976,1132,613,4030,4827,332,1131,285,258
762,694,488,419,159,121,330,219,19,836,19,16,971,1218,6811,7124,593,972,1144,611,4061,4843,329,1128,295,257
744,697,488,439,156,123,325,221,19,833,20,17,977,1194,6797,7032,605,981,1122,601,4049,4848,332,1117,293,258
735,678,504,449,152,121,325,219,19,835,20,16,976,1211,6761,7010,600,965,1095,591,4022,4860,344,1096,301,259
722,677,523,458,161,116,324,230,19,823,20,17,979,1196,6792,6951,601,980,1117,592,4050,4853,353,1082,300,253
730,681,531,472,155,120,323,224,19,823,20,16,974,1199,6753,6894,598,1002,1072,576,4074,4876,351,1095,299,260
708,659,538,459,154,118,314,234,18,817,20,17,987,1199,6742,6894,590,988,1069,583,4066,4900,358,1118,301,254
714,648,566,486,157,120,324,233,19,818,20,17,958,1206,6763,6780,602,971,1046,569,4094,4868,349,1107,298,255
