Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate
373,357,144,124,142,57,197,92,12,492,20,12,599,698,1683,1071,321,381,191,188
389,377,109,93,123,51,178,85,12,555,20,12,510,613,1617,1038,303,352,241,219
459,424,142,121,141,64,172,84,13,532,20,12,583,667,1721,1125,353,407,193,188
422,399,136,115,141,57,165,79,13,562,20,12,562,645,1787,1150,363,418,237,212
471,430,146,128,134,56,180,81,14,576,20,12,585,682,1832,1120,354,427,202,204
464,433,143,120,133,62,178,82,14,569,20,12,599,685,1845,1136,367,447,239,212
476,460,147,126,139,60,169,82,13,570,20,12,623,702,1944,1209,377,461,218,216
481,457,153,129,132,61,172,83,14,579,20,12,647,717,2041,1247,382,466,237,219
500,483,150,135,129,62,186,88,14,585,20,12,641,698,2096,1254,401,478,227,225
491,468,156,130,141,60,177,90,14,569,20,12,649,720,2087,1238,397,495,243,230
494,472,164,130,141,63,179,96,13,568,20,12,655,736,2106,1276,393,510,240,227
499,490,168,134,134,64,190,100,14,573,20,12,673,735,2190,1320,418,524,246,240
501,497,167,142,135,62,191,98,13,567,20,12,670,747,2232,1348,408,515,249,234
506,485,163,142,134,65,194,106,13,582,20,12,662,751,2249,1342,412,528,258,241
513,495,171,142,133,61,190,108,14,568,20,11,654,764,2259,1355,426,526,258,247
514,495,165,153,125,58,209,102,14,567,20,12,666,752,2277,1382,440,541,264,249
520,496,169,143,131,56,192,105,14,579,20,12,668,761,2318,1428,443,543,267,261
507,498,176,146,130,61,189,99,13,571,20,12,679,770,2349,1395,437,541,270,266
507,498,172,152,124,60,200,103,14,557,20,12,694,774,2359,1381,437,568,272,272
517,506,178,148,129,60,197,104,14,562,20,12,694,766,2343,1411,440,560,273,269
520,495,179,152,134,65,209,97,14,567,20,12,702,767,2370,1462,434,564,272,267
509,509,179,153,129,59,200,100,14,568,19,12,693,762,2394,1434,446,564,275,272
513,495,174,156,128,58,201,98,13,552,20,12,689,768,2426,1440,446,557,283,272
510,497,175,154,122,57,204,96,14,554,20,12,692,777,2434,1449,436,568,285,274
508,489,177,157,126,57,206,93,13,543,20,12,697,766,2437,1489,424,560,284,276
491,501,173,154,131,53,211,99,14,543,20,12,687,769,2428,1476,451,576,282,275
499,493,177,154,130,55,208,97,14,539,20,12,701,775,2472,1479,450,560,278,276
497,503,175,165,124,56,211,102,14,533,20,12,706,771,2460,1483,441,559,286,272
488,493,167,164,117,55,211,103,14,519,20,12,705,789,2458,1494,441,581,276,272
492,489,168,163,124,55,207,98,14,525,20,12,710,790,2467,1527,429,591,283,276
