Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate
343,324,102,89,106,74,191,166,13,459,15,19,668,720,1887,1653,463,603,367,497
328,303,149,133,90,63,184,138,13,474,15,20,586,599,1661,1412,397,512,357,498
349,315,119,102,93,68,157,125,14,469,15,19,674,706,1790,1611,404,541,365,497
343,313,144,130,94,74,183,151,13,470,15,20,630,663,1853,1658,452,594,375,508
341,312,130,122,95,78,188,158,14,491,15,19,677,690,1878,1715,472,604,374,522
345,325,146,137,91,79,169,140,14,509,15,19,673,705,1913,1731,474,636,386,514
356,324,137,139,98,74,186,143,14,504,14,19,671,711,1984,1780,478,656,389,526
331,326,147,150,94,75,188,146,14,491,14,20,696,710,2053,1851,476,670,394,537
355,319,150,149,91,78,181,136,13,516,14,20,694,726,2084,1893,505,684,403,552
352,333,157,153,93,81,178,141,14,531,14,20,705,738,2132,1935,520,698,411,570
351,326,156,156,94,74,194,139,14,518,15,20,701,744,2176,1950,516,719,401,567
345,328,159,161,93,74,187,142,13,518,15,19,718,729,2232,2010,512,710,417,575
340,326,155,170,96,71,184,142,14,528,15,19,716,738,2282,2027,525,709,413,582
333,328,162,171,96,78,188,138,14,514,15,18,740,747,2273,2033,538,751,422,601
348,327,161,168,89,73,182,137,13,528,15,19,721,753,2303,2079,541,772,436,608
342,330,164,168,99,70,177,135,14,521,15,19,732,748,2353,2108,553,757,431,610
335,330,162,176,92,78,191,140,14,531,15,20,728,757,2378,2136,559,771,430,613
335,339,174,171,91,74,190,134,14,506,15,19,722,767,2385,2143,555,761,446,629
345,330,176,168,97,73,183,143,12,522,15,20,735,786,2382,2133,562,777,448,621
