Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate,L_VOF,R_VOF,L_Arcuate_Posterior,R_Arcuate_Posterior,L_posteriorArcuate_vot,R_posteriorArcuate_vot
1276,727,301,215,188,156,387,214,48,940,48,22,1223,1503,8573,11267,850,1320,732,1006,3262,4427,629,722,717,590
1279,723,330,229,187,155,375,212,48,927,48,22,1218,1498,8493,11172,848,1288,730,1011,3267,4432,612,717,717,593
1268,728,356,235,189,159,377,208,48,925,48,22,1230,1496,8732,11358,845,1277,725,1000,3268,4455,600,727,724,593
1267,729,374,251,190,155,401,209,47,937,48,22,1250,1505,8827,11597,837,1301,739,1010,3308,4547,591,722,722,584
1266,725,395,268,184,156,394,212,46,933,48,22,1241,1499,8991,11721,838,1308,724,1027,3348,4561,622,729,738,597
1272,726,395,278,183,153,398,206,48,927,48,22,1248,1505,9108,11799,823,1317,732,1022,3336,4567,599,730,748,606
1274,733,411,287,189,157,402,211,48,945,48,22,1240,1502,9232,11960,842,1312,736,1023,3397,4583,611,740,749,615
1288,738,449,305,184,154,407,207,48,948,47,22,1241,1507,9302,12034,843,1312,721,1012,3465,4651,604,733,752,621
1282,723,461,324,187,157,407,208,46,949,48,22,1234,1512,9380,12138,839,1325,729,1018,3469,4651,596,752,752,614
1281,735,460,327,188,147,398,218,47,951,48,22,1243,1512,9401,12141,839,1318,733,1018,3468,4645,617,723,765,615
1284,728,487,330,183,155,401,204,47,946,48,22,1244,1517,9463,12107,853,1311,726,1010,3444,4696,595,738,764,612
1290,737,483,350,185,152,402,219,46,948,48,22,1245,1508,9347,12079,837,1317,731,1027,3470,4735,604,722,757,611
1283,727,487,353,185,153,393,213,48,944,48,22,1236,1500,9448,12014,854,1304,724,1024,3503,4704,585,717,750,626
1294,729,487,360,184,153,401,214,48,932,48,22,1235,1501,9321,11987,823,1288,715,1016,3519,4729,595,725,759,625
1290,723,491,363,192,156,393,219,46,945,48,22,1235,1494,9234,12026,815,1307,723,1025,3503,4808,596,719,766,624
1290,721,495,364,184,153,385,208,45,945,48,22,1230,1493,9184,11902,815,1292,718,1014,3509,4777,589,722,760,616
1282,723,481,354,179,156,383,211,47,931,48,22,1252,1491,9054,11830,817,1268,725,1009,3480,4709,573,723,766,625
1281,735,465,338,180,156,370,207,47,935,48,22,1221,1492,9020,11704,822,1276,720,1015,3498,4774,569,731,757,613
1295,727,458,344,183,152,373,211,47,938,47,22,1231,1454,8901,11657,828,1261,717,988,3573,4768,559,719,751,618
1274,721,460,350,180,151,367,203,47,936,47,22,1225,1469,8795,11419,826,1258,707,1002,3538,4797,555,714,753,625
1278,722,451,325,185,155,367,210,47,912,47,22,1234,1469,8697,11295,816,1249,697,1007,3539,4775,535,716,771,618
