Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate,L_VOF,R_VOF,L_Arcuate_Posterior,R_Arcuate_Posterior,L_posteriorArcuate_vot,R_posteriorArcuate_vot
0.811125372535715,0.778952663482505,0.727197388533041,0.741726402424113,0.812873729531272,0.767264680899213,0.89407297218536,1.01003436538998,0.752779115543481,0.865277981019018,0.693647763509698,0.836976408321771,0.850567659839278,0.804885758969723,0.737895538084811,0.73607153312175,0.894258948110151,0.851842008486095,0.701665329608259,0.656035148655026,0.748698859991358,0.786417208575396,0.785475072487158,0.753729465779194,0.822785778180122,0.785961422198767
0.727302535707109,0.745335326856859,0.687968654508439,0.703260246752136,0.746819197026732,0.723086649703886,0.834635825248365,0.947379026887537,0.732855780111062,0.76343215929799,0.700999966743913,0.758019983500781,0.813309709306576,0.776545368525305,0.685776362504915,0.690009489897228,0.848475209667704,0.808202672544448,0.658502578887981,0.638384220445103,0.729063960753364,0.764485527690531,0.746222522686312,0.736819960419712,0.799511312908576,0.768850319690257
0.696426919633371,0.730187409295736,0.677701666494423,0.683040320654012,0.71005958030899,0.701378787803165,0.790153598837744,0.892890059685359,0.718050125739637,0.724752479612914,0.711650595113078,0.73872065707487,0.791719722627739,0.76195045853812,0.664148012039277,0.669833740000384,0.817590097212487,0.783503964256045,0.642160139591497,0.629460220758494,0.713361673027344,0.746997976240736,0.724944726592604,0.727119626117686,0.779477301269788,0.755575092055458
0.681705156119056,0.720026582105301,0.676065659515649,0.670019256920457,0.682416915562611,0.694826948931122,0.76062105739088,0.849215131830268,0.708363023359225,0.705571621911561,0.725759522064961,0.743729624879398,0.777849597218556,0.752478867343533,0.651836017238754,0.657508936896675,0.797105179402602,0.77020463093523,0.632608114308306,0.622866384731387,0.701660917112482,0.733563305452839,0.713077637482001,0.71970184589555,0.763482467477246,0.74756165040393
0.676207392203279,0.713590908352089,0.671904504075551,0.661338269761766,0.669711013475944,0.688754898188294,0.743321372859901,0.815420740431406,0.701626236953634,0.696721063525646,0.754463569078825,0.756031770664855,0.769406921502582,0.747481105461961,0.644520538977803,0.649792792804,0.782268718085319,0.76252796860523,0.627206010588316,0.618623338378477,0.6927255348035,0.723143718690909,0.707114068239117,0.714660773150008,0.751015103283114,0.742965781380175
0.671599895419792,0.709443307265354,0.664022319401397,0.653796421924108,0.66254294273732,0.674474849268236,0.732234367890332,0.788150028068576,0.697205420935105,0.688921325690126,0.752901131707725,0.713705930098732,0.762237045306949,0.742323173296471,0.639505043054784,0.644534492872696,0.772078402149365,0.75908191291887,0.622897815184887,0.616295180097796,0.685887222783367,0.714736650002023,0.704187248330223,0.711033592324166,0.741352418325786,0.740655040542977
0.667689812552864,0.706750716926694,0.661417374718997,0.6505038974706,0.659468074682678,0.660371390686543,0.726177084973771,0.767494625120002,0.691977251797392,0.682375952946489,0.772380602160323,0.690184799104985,0.75647235575116,0.738385136659109,0.635702434909482,0.640479501893914,0.766159120458499,0.758834016358674,0.618490869825741,0.613669098871767,0.680584133142498,0.707781999592026,0.701727027154255,0.709463475006111,0.733880675866045,0.740445840326703
0.664522562596059,0.70383045459679,0.663495739848026,0.652649625585107,0.660866340988321,0.656461871948194,0.722550356650991,0.751768455261984,0.686069828112764,0.676802510856397,0.746033340708331,0.69463784863254,0.751954795198393,0.735698514252252,0.632893151201274,0.636698146889788,0.763088848252271,0.759606911791329,0.61532352001419,0.609943797932806,0.67638583125611,0.701958640145483,0.700126525592647,0.708185330066182,0.727377620761996,0.738397774589073
0.660795225648135,0.699907527513247,0.667779740110963,0.655220607123618,0.659264009001986,0.653860680342508,0.718951285494594,0.738172277085596,0.681259048146269,0.670713568619951,0.720166108508011,0.705771147202697,0.747262233848919,0.735259330528903,0.63015793324918,0.633484816872749,0.761531663100698,0.760386357315097,0.613065493493372,0.606366693716898,0.673125507182925,0.697094512040429,0.698531089897271,0.706383458014446,0.722003200014233,0.734659258554526
0.656322565876296,0.695596146314438,0.668079029068903,0.653470454350626,0.656002122012746,0.653654218654296,0.715866974382828,0.727473587699784,0.676955802374887,0.666205484813485,0.713381826704349,0.704955299663254,0.745928697939459,0.737165181460109,0.627575182584693,0.63077225164692,0.760761909056608,0.760348022162634,0.611625697682735,0.603314774477725,0.670349040312231,0.692937297915717,0.697164929591675,0.705131245600787,0.717681418598994,0.730779899631176
