Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate,L_VOF,R_VOF,L_Arcuate_Posterior,R_Arcuate_Posterior,L_posteriorArcuate_vot,R_posteriorArcuate_vot
1038,1280,340,219,139,111,301,275,17,1104,19,17,1343,1280,7992,6926,740,1031,1039,518,4558,4633,280,793,168,262
1051,1288,336,219,140,109,297,278,17,1089,19,17,1343,1282,7859,6892,733,1014,1025,518,4520,4585,280,783,175,270
1048,1282,349,226,138,108,293,278,17,1063,19,17,1339,1293,7936,6943,738,988,1022,515,4557,4612,287,791,170,271
1038,1290,361,240,141,98,294,278,17,1059,19,17,1338,1290,8095,7112,738,1002,1031,520,4517,4655,284,785,174,269
1024,1273,358,251,138,103,282,278,17,1088,19,17,1344,1292,8218,7218,728,1003,1039,519,4587,4684,278,782,173,266
1039,1286,370,255,140,104,311,272,17,1074,19,17,1356,1299,8321,7327,719,993,1036,519,4600,4697,279,802,174,272
1037,1283,374,256,140,105,302,271,17,1077,19,17,1359,1295,8449,7375,725,997,1039,526,4655,4679,277,798,173,269
1035,1286,383,261,140,102,307,267,17,1089,19,17,1347,1302,8488,7422,731,983,1040,529,4620,4730,279,804,174,268
1050,1281,385,270,139,102,306,269,17,1089,19,17,1353,1305,8452,7518,723,992,1048,522,4620,4728,275,800,177,268
1040,1299,385,279,143,106,305,269,17,1084,19,17,1353,1299,8580,7494,720,969,1051,522,4628,4757,282,806,177,272
1045,1281,378,280,144,105,302,261,17,1091,19,17,1338,1307,8521,7505,723,982,1043,520,4637,4766,286,810,175,276
1039,1283,376,275,143,99,304,264,17,1110,19,17,1346,1312,8441,7528,730,983,1038,515,4655,4775,283,799,177,273
1044,1281,378,282,141,98,298,272,17,1084,19,17,1352,1298,8434,7447,717,974,1035,512,4612,4818,283,805,172,274
1033,1277,379,272,144,97,300,258,17,1092,19,17,1339,1301,8384,7414,727,984,1034,515,4613,4830,283,803,178,275
1046,1282,389,273,139,97,305,264,17,1064,19,17,1350,1305,8376,7361,726,956,1039,521,4647,4827,283,799,180,281
1035,1279,385,277,144,98,295,262,17,1062,19,17,1339,1309,8266,7334,729,976,1031,518,4647,4832,286,794,180,285
1046,1278,380,282,141,97,296,257,17,1067,19,17,1342,1288,8190,7300,718,988,1014,511,4585,4854,287,789,177,268
1030,1276,375,287,143,94,290,259,17,1042,19,17,1342,1287,8080,7227,726,962,1006,514,4613,4852,287,791,172,275
1042,1277,384,281,141,96,288,261,17,1038,19,17,1341,1293,8002,7137,709,955,1008,519,4582,4883,287,799,178,273
1027,1265,361,274,137,99,290,253,17,1019,19,17,1331,1293,7922,7076,693,957,1012,515,4540,4901,287,784,175,269
1033,1267,363,266,135,97,278,258,17,1015,19,17,1331,1276,7823,7085,708,947,994,517,4551,4878,281,790,175,275
1037,1253,359,258,138,93,285,250,17,1005,19,17,1330,1280,7695,6990,690,950,994,515,4524,4867,280,780,177,279
1031,1256,366,254,135,96,275,255,17,993,19,17,1327,1263,7540,6862,694,940,996,515,4497,4839,288,777,175,281
1011,1248,372,273,135,96,278,241,17,961,19,17,1325,1257,7476,6854,681,935,986,514,4480,4849,282,764,179,277
1004,1239,357,250,128,96,273,235,17,959,19,17,1335,1243,7362,6747,676,943,971,515,4452,4850,285,759,179,284
1003,1229,364,250,127,104,276,243,17,947,19,17,1321,1245,7261,6694,672,925,965,513,4453,4836,281,753,184,279
1014,1212,354,252,131,97,271,243,17,920,19,17,1320,1246,7167,6619,665,917,945,510,4454,4864,284,748,175,277
1003,1205,357,253,134,98,278,240,17,913,19,17,1311,1248,7022,6579,657,891,962,514,4468,4841,278,740,178,279
