Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate,L_VOF,R_VOF,L_Arcuate_Posterior,R_Arcuate_Posterior,L_posteriorArcuate_vot,R_posteriorArcuate_vot
0.948810245713192,0.899925793021868,1.04190755604467,0.948036064199188,0.856638745180732,0.886272757189544,1.04829695081149,1.02204484035478,0.91111986887829,0.866431513195437,1.14551110003112,1.0690498885652,1.35714738807859,1.14790685050517,0.908133838820784,0.921529675627889,0.97419051504694,0.920047445002851,0.924615196964728,0.886959646876251,0.902596805335837,0.92640143091341,0.916424952707625,0.909101081193307,0.929812633492676,0.96312395131906
0.949732616466623,0.901803439460115,1.05647861125701,0.969814859598999,0.871035914547837,0.876718149310623,1.00711461159158,0.98184088837157,0.939598836955437,0.872975545850319,1.12440441693751,1.12633728541134,1.33774058937566,1.14943672799766,0.91434983019201,0.922472373594907,0.970849338015577,0.919077297161945,0.934631471112521,0.888240185704506,0.897984442455012,0.922937213741236,0.912244048519416,0.915840936837212,0.914631812005429,0.958011465882902
0.955543838227076,0.907055636280871,1.06150119201973,1.01361637221556,0.887024837410911,0.89293036736044,0.984116721127941,0.957309978574213,0.958087913061614,0.888907493622886,1.1630737737995,1.18359135072362,1.31769432357109,1.15180771566085,0.924838976243656,0.929626875877111,0.973471584992482,0.926143900351116,0.947114396514512,0.892456014424367,0.896777020474377,0.921323359924002,0.914465615143895,0.924739965857258,0.904311349067361,0.956297457482866
0.96380629719493,0.911116000736313,1.0631563842441,1.05296937272364,0.915221818407118,0.917851699119053,0.970340305874002,0.94649986124768,0.93374329192119,0.905334720148886,1.18470261851248,1.21786828100439,1.30259314177405,1.16033526857296,0.936568983873693,0.938462310952721,0.98208187130354,0.93828856963277,0.95728301067497,0.897778569744813,0.898054773126199,0.921266918928923,0.920642861826503,0.935715119566246,0.897856241425668,0.958889689526896
0.970593030175426,0.915694679358217,1.0684689920403,1.07652008518012,0.956701133227543,0.93307591559997,0.962494525605047,0.950148140790357,1.00377272045879,0.918065924143786,1.23738661110473,1.21545209959502,1.29576387674223,1.1707877579799,0.948434528538478,0.946789362433183,0.994465701165085,0.953533326060494,0.96431273624762,0.90030776499808,0.90080135406387,0.922339524983562,0.929448658867952,0.945994117526493,0.894023225416704,0.962799099590307
0.976467326474549,0.919795380522915,1.0945977099611,1.1000555471735,1.00477049926189,0.952139911218918,0.961352149805501,0.959145172334588,1.05338224232293,0.927422022417813,1.26034226423091,1.26567722599396,1.29492411517653,1.18605911610825,0.958592240132214,0.954309691603437,1.0084874582793,0.96919601767577,0.96788101565197,0.901268217854858,0.904432725992802,0.924118462090935,0.937954849705979,0.954504504135683,0.891264950528161,0.969222425277614
0.981130234895351,0.924571020190308,1.12395129354751,1.12095195567722,1.05630469833156,0.970581406436199,0.962149927824753,0.970167625488483,1.03380484364362,0.939284505740365,1.26536083617573,1.3126195520487,1.30024543838969,1.2019451558636,0.967174243765343,0.960267375617112,1.02377601910113,0.98413701171099,0.968802090781622,0.901575783336972,0.908191698086518,0.926490843484704,0.946252343817012,0.962673075059874,0.889065329743715,0.976849682320595
0.985898737735373,0.931085862040653,1.15580267075552,1.1343793860084,1.10351035773834,0.983560341642613,0.963367056147315,0.982701271195343,1.06967296936698,0.955210468579597,1.32536375434766,1.34259374377489,1.30703360793871,1.22106666364686,0.974622905438599,0.965012013614596,1.03917782944487,0.997427079434161,0.96847935424169,0.901481179200897,0.911552917423549,0.929095035405805,0.955033116430619,0.971150607747956,0.889131046217585,0.985817237918149
0.989434952973518,0.935640513530531,1.16936682735809,1.1474995355641,1.13349223389077,0.990652997223121,0.968599050098997,0.997306300176963,1.07975866676329,0.965271071522984,1.36239951718683,1.31217413186616,1.31673753155284,1.24519171289718,0.980647919114237,0.968934600139243,1.05430093011682,1.00882833398198,0.967332053311544,0.898467996822695,0.913863228273793,0.931699592778881,0.963430255343769,0.979257091418423,0.891105748906015,0.993637597451132
0.99494112566572,0.940184620417963,1.17253068653878,1.16728034001213,1.14741313494747,0.996095689105053,0.977311461945723,1.01517503676978,1.14205239595075,0.973105481050709,1.45366879746787,1.32277593812068,1.32685510987667,1.26739689535776,0.985511423770231,0.972022660902192,1.07052000000233,1.01909905616414,0.967411406610216,0.895301247139651,0.915230058299427,0.934200836421044,0.973450604436966,0.989306406766581,0.894971512632362,0.999180389788867
1.00179296627939,0.944765929658764,1.16723876124267,1.18206435682857,1.1615037471657,1.0028489780798,0.990197309612944,1.02802845731887,1.20044043220497,0.988287741697842,1.46474115185656,1.27858417287957,1.33623085400795,1.29136244599735,0.989815742246441,0.973875867698053,1.08539651323802,1.02801572777673,0.967246246575337,0.893183623304466,0.916067452842199,0.937098573682263,0.98556491515238,1.00058007233575,0.898708646673669,1.00303791961518
1.00977425916028,0.948433581601841,1.16982204899883,1.19795284931036,1.17898243300648,1.00939369951395,1.00831898158068,1.04071121222702,1.26026015568688,1.00416219285016,1.43740549682254,1.34044795156497,1.3435821419091,1.30849657560986,0.993232685384381,0.975286266012137,1.09817946535193,1.03638811005639,0.964772863108746,0.890196094287598,0.916721439646453,0.940269184667766,0.996794405690671,1.01277447658871,0.902817442052217,1.00925563011718
1.01652465042597,0.950800556104689,1.19583399902973,1.21659764268255,1.18774387434099,1.01166381948723,1.02718075124627,1.0500914998274,1.3190910696987,1.01825597037709,1.40996604368054,1.3452307756875,1.35061098545306,1.32723419746019,0.995650149820751,0.976115363396848,1.11159958484597,1.04321069717547,0.960848259779897,0.885369286807105,0.917351638353519,0.943703016635935,1.00792868174666,1.02569166195998,0.908204001535251,1.01981847837544
1.02254043258893,0.954449187662791,1.22341869446211,1.23207774850756,1.2030048547069,1.01837108363504,1.04068140112593,1.05298890489343,1.42876437420075,1.02829393388204,1.35300999022707,1.35118128601478,1.36016983196485,1.34496585050701,0.997088545420387,0.97619785492167,1.12426629015151,1.04882776242052,0.955198997665867,0.877616677478207,0.918276087498521,0.947196376447845,1.01756051954305,1.03909776747537,0.915694791785719,1.02652683653978
