Left_Thalamic_Radiation,Right_Thalamic_Radiation,Left_Corticospinal,Right_Corticospinal,Left_Cingulum_Cingulate,Right_Cingulum_Cingulate,Left_Cingulum_Hippocampus,Right_Cingulum_Hippocampus,Callosum_Forceps_Major,Callosum_Forceps_Minor,Left_IFOF,Right_IFOF,Left_ILF,Right_ILF,Left_SLF,Right_SLF,Left_Uncinate,Right_Uncinate,Left_Arcuate,Right_Arcuate
0.146927873928205,0.15038951914216,0.150245613527394,0.153173122148422,0.134548153491589,0.124199851085967,0.164793218307192,0.145501484504173,0.231920972132321,0.125471154889453,0.0913659791766874,0.0691133973299793,0.106212224935331,0.110579581354625,0.160338506039147,0.165853996224442,0.227325485232593,0.225478573362882,0.141693534247055,0.15399312580471
0.196562786358044,0.201724171377704,0.191878778499338,0.194127274722192,0.166241367192508,0.148534163710642,0.232837851391823,0.203108274534745,0.343997530624792,0.161176017178948,0.134423905261132,0.0833112291381399,0.136148044711194,0.138277150722929,0.229011222119351,0.236977722109287,0.333122936252738,0.330370328758019,0.180653078284197,0.200118802724371
0.200005020008965,0.208445570680963,0.206331362565893,0.199651016513113,0.187402964898446,0.160400717889022,0.257923859847964,0.224342708008289,0.431483309023361,0.180527653788171,0.126008544683854,0.0698464505321467,0.151455664824012,0.145633949711014,0.265383109902226,0.273347492156375,0.407856319622465,0.403283830879972,0.181719853371703,0.192280719843992
0.196987948584233,0.203627843269243,0.211504574379674,0.199336929248809,0.201753249063652,0.170144722326993,0.198647928319027,0.177950483329292,0.373046448228259,0.183955535773733,0.0795652116247854,0.0976683701108395,0.150459560114657,0.152055973459858,0.205519507098199,0.209338827979177,0.34099342167495,0.33932710111847,0.192381197024696,0.183788062013704
0.201984888613698,0.210122524884714,0.208918103748824,0.202130383811041,0.195719793095848,0.166096962038689,0.200343459392246,0.190484654475134,0.325304114412099,0.186960996289077,0.101151637736161,0.0941725498815374,0.141769840935311,0.151434200339448,0.1701118725261,0.173839953535238,0.296566421662732,0.298037998714238,0.183261644283535,0.194229585094622
0.195318590199771,0.204968001034392,0.210771017560559,0.209774139507777,0.174857126645303,0.172354105516192,0.219750180836298,0.224361783563719,0.295657870241498,0.189461843803122,0.135846402172148,0.0912267121770018,0.145570161916541,0.153387187248488,0.171603803080125,0.180280662721259,0.282755319148922,0.279801093930476,0.184653357195609,0.195873579057396
0.200512248550769,0.213609595137303,0.208773385140315,0.21511076404187,0.176130703467837,0.172696648721866,0.213180060668113,0.221289020762741,0.295659147115668,0.195645719150228,0.128107495360114,0.114539444038173,0.152024689873866,0.149214150696476,0.199480270492442,0.210969513057098,0.292192685707349,0.278318784417574,0.183652459313827,0.195075063563708
0.19938054903824,0.214372021107236,0.206687197934227,0.215201287042182,0.173006146799039,0.165458329603627,0.216397458830268,0.216497552077825,0.295071455519548,0.186704929345439,0.128817178305069,0.0975107122432167,0.154578403900983,0.15185910664506,0.213330912117207,0.220439308791695,0.305029142509816,0.283581911061142,0.1898218419731,0.186429650672328
0.196447283655908,0.212818588003654,0.198939836487261,0.205257972399246,0.180818580503229,0.161617122467644,0.227506585313002,0.221671976366666,0.289989094900743,0.187497000254766,0.101932672654921,0.06659310584282,0.150142863579978,0.152546556274701,0.195386606061763,0.199240387637994,0.309346534875519,0.292056004508214,0.195132072869261,0.18880383123517
0.196652724400413,0.206361871635516,0.211653018402289,0.208134224495426,0.176800899336196,0.167015678666059,0.223022773440001,0.211508377437278,0.299758585672749,0.187585093667289,0.0929647830302335,0.0722961468448935,0.148614754817118,0.149623539210174,0.189225763937604,0.198993630999609,0.311090954148854,0.300209702807341,0.180416318446488,0.196487236766247
0.198801612220168,0.208546045597495,0.201868580278888,0.205615269612334,0.175497237506539,0.149583469456488,0.221109671541509,0.206030980061752,0.309110567443504,0.193513529229663,0.100081275453422,0.0763059701280824,0.147412647875658,0.152100267149089,0.210192190463989,0.219399470352369,0.310970256967024,0.304531348178022,0.185714107391438,0.191970201196635
0.204966445628021,0.208636009954519,0.20207195142245,0.204939261990416,0.17683279495347,0.146064528759811,0.224375630774872,0.206933936597878,0.291857763106793,0.184237044999773,0.0863900535839044,0.0882005355820625,0.157937570388645,0.150249987726969,0.212481843099342,0.213470572086683,0.313146286504132,0.308807050436621,0.186382116284568,0.196888725410575
0.202432947737831,0.208735651368193,0.212968472711244,0.211766104139401,0.178068829183587,0.153631548173226,0.229096388387997,0.21744817342833,0.264471369945496,0.17708051284387,0.0946106561783753,0.0844301192674442,0.160803595614172,0.150253990162998,0.195700723929971,0.19947143374828,0.3175795216851,0.310144480644402,0.18438252508786,0.194960985828317
0.201384215368331,0.204183087482146,0.214813993108035,0.208059845356522,0.174279640058503,0.153238709759338,0.231377582389102,0.225142922585362,0.276652890722879,0.17694661225988,0.115960336057842,0.0681773593623612,0.153278090676512,0.149705645292036,0.199910772669341,0.210974712708806,0.315973570371067,0.309614201517201,0.183675739346494,0.190992692576283
0.198821158472024,0.20335669458401,0.222470828215126,0.205192504201938,0.180513211677165,0.16821695719431,0.230973827651605,0.213338157033977,0.313126723578424,0.179485767801338,0.130239396262771,0.0757825191286668,0.152327171378247,0.150924510973266,0.212871141882978,0.218078660603003,0.309552713324439,0.313241130827177,0.175462715856942,0.192170832944349
0.200451967974239,0.202565895488275,0.215998971713533,0.210356331021338,0.183310845412147,0.154929696616685,0.228569934833267,0.214300888857046,0.345768594613619,0.179282729031319,0.114495333125736,0.102901672202625,0.147798236121346,0.15755784884657,0.203584017009046,0.205043920050755,0.305793447263086,0.316807301198207,0.182165072251254,0.198807911507718
0.198385760799234,0.208424178500893,0.212777734109281,0.21364720691194,0.183478061295324,0.165748773228952,0.223117810315408,0.219462065460216,0.359532040024808,0.173592918219963,0.113379059662793,0.0822175695658477,0.14364541602193,0.158562565480128,0.194589507307408,0.204199467824965,0.308565817796085,0.317205499448093,0.18388891796667,0.195655047112456
0.192294081239262,0.214026808528444,0.213653908007088,0.21770477487266,0.184725348995576,0.155986858704171,0.223057543358882,0.213231003161825,0.349821214458744,0.175901324448009,0.0913195985090452,0.0989519437922529,0.146364716949206,0.15276255179178,0.205481701281391,0.214636231817535,0.307532755963824,0.315818425568641,0.178319735218905,0.191122461302815
