HAL53,HAL54,HAL55,HAL56,HAL57,HAL58,HAL59,HAL60,HAL61,HAL62,HAL63,HAL64,HAL65,HAL66,HAL67,HAL68,HAL69,HAL70,HAL71,HAL72,HAL73,HAL74,HAL75,HAL76,HAL77,HAL78,HAL79,HAL80,HAL81,HAL82,HAL83,HAL84,HAL85,HAL86,HAL87,HAL88,HAL89,HAL90,HAL91,HAL92
0.857427966107097,0.669415326717251,0.676187438164846,0.696208821817091,0.700216980929686,0.811615329439444,0.709515679297671,0.717808327083396,0.67797237634271,0.674897166711202,0.691169403997341,0.688816244839353,0.715259020286448,0.684300368891538,0.704573504874172,0.684489666549227,0.702362124317381,0.70703167377259,0.775508153672609,0.673823680607302,0.6718536516589,0.678421756935591,0.679852086962818,0.675731754757642,0.677712809271704,0.655131238534907,0.664713227080725,0.675004461885415,0.670583570373324,0.670200420755495,0.675592622964865,0.677366776099998,0.677715394574027,0.678687826529896,0.674034541423505,0.666194682775864,0.666086548697923,0.656588145971905,0.663545006251534,0.670857973019547
0.861626798982299,0.668957136124567,0.676369178945921,0.692608682882162,0.69495155224226,0.809012579743283,0.702502384467397,0.723013922051618,0.675462851586296,0.674111138632833,0.687357431361319,0.688740786815838,0.706434627228943,0.680640482028637,0.708978346050829,0.677465372524447,0.699271522587072,0.700809597401815,0.774830184742214,0.671094671053839,0.670998560851505,0.674238634329468,0.676356521518606,0.674927748864281,0.677650427135122,0.650752016442807,0.661006920851852,0.674217135016567,0.670942625959591,0.669450165918636,0.67540246148816,0.677738703777872,0.677914649535708,0.679183807284967,0.67353487234907,0.665014802253569,0.664657813225652,0.655570954746338,0.662932203177039,0.67077600369688
0.881391102911031,0.669293027757182,0.678196831500582,0.691176350628658,0.689985397582509,0.806753390938807,0.69812130268712,0.720407228931051,0.675470977823816,0.674334560656971,0.684019716629639,0.694488413791762,0.700547770546753,0.679274182123288,0.716251508914253,0.676651452452382,0.698078597920813,0.696306475976658,0.774137006532937,0.669851676155636,0.671221339448596,0.672708368059312,0.673955409309794,0.675486790022573,0.679124871630855,0.649262419778779,0.658236115496427,0.675371859168258,0.672572314602183,0.669205523538882,0.676276518802988,0.679456976151864,0.678970631848693,0.67993903565505,0.672973542721196,0.664121474604706,0.664102766899568,0.65381700636232,0.661852332758643,0.671408781235887
0.906475281959938,0.66978745348469,0.680188649523318,0.692655686107775,0.687128028573022,0.804617371824109,0.696763199933756,0.718269538085587,0.677635027115066,0.675567512999798,0.681763115458241,0.704815917070117,0.69592647262969,0.67801493904044,0.726674900151583,0.685955977222996,0.697446606914882,0.693568236899909,0.773504736558914,0.669336515297133,0.672084850139014,0.674443136463454,0.6729840536971,0.67666273478294,0.6807791620297,0.647151792609982,0.655358437604782,0.677070308229248,0.674483021866146,0.669867641784176,0.677482331292361,0.681438250393001,0.680048370710876,0.679822834509415,0.672675482917365,0.662556652128294,0.664399135680944,0.650765411085416,0.659384722257536,0.672189462591804
0.912116810594956,0.670670640093592,0.68264481450061,0.696218100558369,0.687031979874806,0.802949392524506,0.695291596998491,0.716474518230557,0.680881245104394,0.676341573216522,0.680284981133672,0.712147558544624,0.692459614191757,0.676808314450883,0.73590858107729,0.699398731175944,0.699048534013382,0.693119196911253,0.772899174895005,0.668697743282279,0.673573131337886,0.678828251967242,0.672896995066565,0.677938250711359,0.684067822268777,0.644346604462242,0.651938609242066,0.67954239912535,0.676514141197716,0.670826827349569,0.679105904434706,0.683880637849587,0.681282118864725,0.679267629720152,0.67263804978831,0.660879890240264,0.66508118859565,0.647704196721482,0.656792176766751,0.673806137861437
0.881103021432892,0.67181712572761,0.684442547661146,0.699069806657074,0.687431401801864,0.801517606485288,0.693790120662476,0.709515066111955,0.683387050681937,0.676670656857747,0.679662004194169,0.710016209632725,0.690875801507612,0.676473435557017,0.735420073483596,0.706519806750027,0.69847403795262,0.693620687770533,0.772222553088901,0.668463163741168,0.675967145726145,0.683580277442686,0.67316219264975,0.679346550628897,0.688758221785598,0.642749452390198,0.648586934821952,0.681873184014089,0.678949747202476,0.671869867597459,0.681165429187631,0.686649775769792,0.683341482680633,0.679471761141495,0.67293038212176,0.660157081156963,0.665763325945466,0.645784371194061,0.655197062029408,0.676099806880441
0.829370646486524,0.673116260052522,0.685179637716751,0.700543383328421,0.688204215501725,0.800173297005381,0.693206446375434,0.705430752545952,0.684211267099699,0.676975897263525,0.679938564744085,0.702025759858254,0.691408701805402,0.676776143853482,0.726168557873977,0.70067669023848,0.700030995597146,0.694623133135893,0.771525746943472,0.669802286709729,0.678133167498802,0.686439534889492,0.674219822610353,0.68071355221225,0.69297592806816,0.64398542216093,0.646981931203275,0.683168374065439,0.680863785145669,0.673743112732967,0.682828988774663,0.688566456755616,0.685955131029894,0.67992764660861,0.672814387927908,0.660816735712985,0.66691863847419,0.644973237788178,0.655114407283744,0.677996554245239
0.787103108491783,0.674880500436553,0.685198932075688,0.700667921696229,0.689959804175282,0.798948509549454,0.693138790155342,0.708438055026048,0.683190077256553,0.677886999797999,0.680980072367579,0.693514740063431,0.693926156542788,0.677693656652033,0.713017652724793,0.687100989170892,0.702719011272416,0.696673504429121,0.770850394690329,0.672100632830938,0.679741776841571,0.686426523410902,0.675593866824011,0.681854110149552,0.696474802002317,0.647139427554967,0.647824740684356,0.683586221762485,0.681750344032327,0.675951162170146,0.684007562876281,0.689995712062345,0.688340853075113,0.679729268454118,0.673198209379303,0.662783262576306,0.668020671076902,0.645042599663276,0.656653900952129,0.679664142728971
0.766988958315047,0.677612443438255,0.685326225987065,0.700284517242341,0.692312870768639,0.798170908082845,0.693230915042666,0.703346795304126,0.682637375846557,0.679067609320599,0.683091616972644,0.687319463322928,0.696882704198405,0.678736700964,0.702172081977261,0.677687183523022,0.702350957758892,0.699619658748865,0.770447611380921,0.674658856599886,0.680892352901676,0.684620823903482,0.677214278086596,0.683066131467873,0.699347693607402,0.648954013744091,0.64979102480843,0.683947614679527,0.682334569784917,0.677662829658968,0.684718228954581,0.691210540815377,0.690742394160548,0.679723139297412,0.674027027132724,0.665151774314669,0.668840328571541,0.646591654775826,0.659470272427811,0.682251324352428
0.759176417189552,0.680599690729266,0.686846988235268,0.698992314196005,0.695495895557953,0.79784137564283,0.694311200058222,0.704750132620033,0.684488217116336,0.680496255473325,0.686355919704616,0.686069407806301,0.699569443126654,0.680032622759675,0.694488070306948,0.677995440244098,0.704585398515068,0.703072396355475,0.770332261068066,0.676718645442132,0.681703576816552,0.683026437586667,0.678354529596677,0.684271242212523,0.70193052421374,0.649424985077639,0.651702406957094,0.684650575614542,0.683263379597049,0.679343549470901,0.685295731042662,0.692144233679031,0.693300091704656,0.680227240039366,0.674829329463155,0.667806512620683,0.66940769433605,0.650215783923109,0.663524646809345,0.685856861384473
