Left_Optic_Radiation_V1V2,Right_Optic_Radiation_V1V2,Left_MR,Right_MR,Left_DT,Right_DT,Left_AR,Right_AR,Left_SR,Right_SR
0.556669844354602,0.493030126664941,0.488012355369277,0.469856272005474,0.590090170200717,0.542345494054534,0.5241520318829,0.548072641099424,0.496150947852655,0.461818507842507
0.546914394814197,0.47386159084215,0.479632482578467,0.463117840120151,0.593294949172894,0.54294275144523,0.511429067943035,0.540286082801576,0.488355803822451,0.453660434049369
0.541983699214042,0.459921401291535,0.470946655934403,0.456730730046469,0.594245809095922,0.543052847335057,0.50097035442956,0.535124215901657,0.479716861797613,0.445857553699134
0.537136498091217,0.450188690143126,0.462486018502524,0.450335798266898,0.592009160646561,0.542565178567065,0.492592118849018,0.528898180706992,0.471282383270546,0.439126598014895
0.529469388647527,0.444710958599382,0.454646760104283,0.44382728321704,0.58876504559644,0.541717187026695,0.486341783306102,0.520155143134589,0.462681033830273,0.432600278354488
0.521044859247671,0.443169507233503,0.447956283127447,0.437167113810974,0.585790532068306,0.541188134881304,0.482721804093575,0.510503629079433,0.454019116201083,0.425703806874165
0.512951974399812,0.444596637787251,0.442335213988202,0.430714367380129,0.584270018203147,0.54114394789681,0.481173796945698,0.501168309337154,0.445099332188003,0.418401068235916
0.504486203844034,0.447129769047618,0.437033204127388,0.424769328514769,0.584086767259339,0.54126368538778,0.480714643166901,0.493403127043936,0.43627950400731,0.411073691926152
0.494032043731623,0.449646905686662,0.431616819237166,0.419322834144526,0.583844138429055,0.541729627258924,0.480301704002059,0.487159961050647,0.427808090474775,0.404087824716
0.481993927694374,0.450054066154594,0.426829669069488,0.414515250443924,0.582420438351978,0.542281386716497,0.478979217494808,0.482032049804971,0.420060489469231,0.397492540286622
0.469350267019038,0.447022357479385,0.423006911222982,0.410242949455571,0.579499773814657,0.542349754003416,0.477456988845415,0.47763555982754,0.413013575942161,0.391460657081048
0.456918822968271,0.442161158094283,0.419803419899195,0.406475017287827,0.575497913720793,0.541935924347894,0.476288686396527,0.473516476845737,0.40676442192776,0.385992177748944
0.445416606766055,0.436865291767579,0.417075705402558,0.402964079250795,0.570746829678793,0.540842753758499,0.475414763727017,0.469806478605349,0.401193714112407,0.381028152494546
0.435320379554503,0.432298322007779,0.414519070604519,0.39971494942375,0.565527058730353,0.53797500865888,0.474361685896971,0.467060290915744,0.396305215591209,0.376749855607613
0.427695519139071,0.429465314382899,0.411961196803222,0.396426017053745,0.560148236356563,0.533873604941224,0.473036109514721,0.464691308825347,0.391660721754047,0.373256757822925
0.424161833996464,0.427475658375782,0.409708023106251,0.393195749274188,0.55498872957513,0.529058365816385,0.471464633606922,0.462171667906168,0.387383758341032,0.370703004792635
0.42459373491077,0.427422527686879,0.407693784224432,0.390054999607414,0.550607562969494,0.524704046101494,0.470260658750815,0.460055122039371,0.38405148024421,0.368917447168365
0.426776759801989,0.429440844577133,0.405865091748261,0.387072250653755,0.547119497303142,0.521001848752289,0.469485712567223,0.457874070653568,0.381315573978751,0.36744289673636
0.430234055218551,0.432132840412283,0.403900988562407,0.38408207054372,0.544305170409749,0.51781772293053,0.468285935039027,0.45569876526286,0.378836615797002,0.366554534659363
0.43353572387159,0.435662233756829,0.401820936862297,0.381077421940439,0.541504305624093,0.515003999641909,0.466578027693043,0.453257198234769,0.376672916616031,0.366481421020262
0.436086364579733,0.43881618126706,0.399917478817009,0.37812493694507,0.538632902945634,0.51302910453868,0.464766671030012,0.450904722069968,0.374620845625003,0.367233653127091
0.438088138133391,0.440842027033024,0.398486900634306,0.375693370692828,0.534909373526396,0.512120669848111,0.463286890748292,0.448130096734618,0.372926627609383,0.368517999870773
0.438357226455238,0.442277050795865,0.397123610379242,0.373992801386593,0.53063375540522,0.512190659911359,0.461697679996655,0.444828693911847,0.371916646263347,0.370271532921376
0.436859688723219,0.442279330637459,0.396298378856343,0.372806279677249,0.525978417891597,0.512731426568977,0.460283963443377,0.441146587683097,0.371323221793702,0.372656841026046
0.434477147149875,0.440025329504405,0.395743027586577,0.371721386127804,0.520743704894006,0.513192633898301,0.458854659379875,0.437935755712794,0.370989978784011,0.37568844802499
0.43161135261756,0.435592468322965,0.39514310397949,0.370760538763534,0.515803946143529,0.513544860764927,0.457343342377102,0.434961439534395,0.370973335922665,0.378913440367488
0.428749027644417,0.429596457620237,0.394583161346843,0.370196757523024,0.51105534247429,0.514313637739439,0.455804712852826,0.432417813548156,0.371369388136821,0.382315118855657
0.426257360054613,0.423266801046708,0.394179618425164,0.370070456539725,0.506716833123394,0.515013298579972,0.454352460867108,0.430298155604133,0.372147809769434,0.386106319358073
0.424718881778302,0.417284170033291,0.394455004351612,0.370113169016407,0.502354500722326,0.515181697730508,0.452508559962969,0.428783710969834,0.37319442894693,0.390276809440701
0.424148190613065,0.412311095035602,0.395553195219533,0.370571349946671,0.497746247886604,0.514099553627882,0.450313758189329,0.427195410883941,0.374246305410898,0.394534088834829
0.424724698714672,0.409183172448088,0.397076293484301,0.371376911390443,0.493538210949346,0.512468940890512,0.448119961857573,0.426234336516268,0.376189394237172,0.399101952904019
0.425404576490376,0.407989214790819,0.398598937999581,0.372484492729524,0.489075513451804,0.511183678396171,0.446319499772331,0.42544573807833,0.378980532718546,0.403964803513042
0.426049057009086,0.407743283090076,0.400730626155902,0.373956767296901,0.484643974070495,0.509774317339062,0.444655140476216,0.424957695625895,0.382220438809847,0.408879703312578
