Left_Optic_Radiation_V1V2,Right_Optic_Radiation_V1V2,Left_MR,Right_MR,Left_DT,Right_DT,Left_AR,Right_AR,Left_SR,Right_SR
0.997061624698965,0.863505187601851,0.90341987472489,1.09824853245336,0.807107295432614,0.844396852741095,0.991991301816013,0.991208949797224,0.977662461500462,1.13943940561909
0.982487998082155,0.877635825415304,0.911247965551351,1.10593940004221,0.792863174633709,0.840643107766734,1.00199397611997,1.00224196089068,0.989502021853428,1.13738704598549
0.981631951531692,0.897403451395262,0.920529472862686,1.11170469926233,0.781359203058348,0.836948886266977,1.01508279126234,1.01931739299742,1.00033524648557,1.134612977098
0.981711830209441,0.921099079103253,0.931936446021518,1.11615768090534,0.7775215628034,0.833336845228487,1.02855378473107,1.03813063041469,1.00914614781584,1.13110057180735
0.976899713335151,0.947153995032015,0.945137569127584,1.11873338198861,0.7835254198107,0.829043000385211,1.04108332406132,1.05329564597829,1.01662244244517,1.12745773615538
0.971084070783786,0.971895066099611,0.959127692036167,1.12007705872749,0.796689812264826,0.824390315797984,1.05251393053102,1.06412151981433,1.02402774671069,1.12449327026798
0.964723884546289,0.992841086315917,0.973491403523631,1.12067305991672,0.81324753307928,0.82040205103727,1.06219457245589,1.06909615854611,1.03327984850047,1.12294010257563
0.963433636890164,1.01194963023489,0.988072882826673,1.12024633809981,0.829110298986323,0.818122681946447,1.06994412478835,1.07008380315791,1.04492381834183,1.12320079034013
0.968995435902205,1.02970423244631,1.00211148493094,1.11893867931108,0.842997450899841,0.818847844691583,1.0757653790217,1.06906045712533,1.05842697261424,1.1244194140766
0.981696222276889,1.04721582701659,1.01525549712441,1.1166442966094,0.856524903751287,0.82266489027563,1.08011079114669,1.06728360964271,1.07305915377635,1.1251991358651
0.999938399481354,1.0642761469971,1.02776842617798,1.11366051657454,0.870847255995416,0.829026577512984,1.08325815471916,1.06535068904549,1.08847557305412,1.12564712699674
1.02177817083935,1.08354581032422,1.03954209757912,1.11022198932384,0.886162092498386,0.835421068264238,1.08569409621252,1.06347206232757,1.10374110246421,1.12590098041881
1.04374048549796,1.10311426029229,1.05058721591825,1.10632777175695,0.901527939905314,0.840671342067001,1.08747052183627,1.06138467068798,1.11779281624791,1.12601906462764
1.06691207645078,1.12512579196623,1.06119752052262,1.10215540011695,0.91582103248686,0.844501511914281,1.08793878582876,1.0591228972393,1.13030034747526,1.12644067704749
1.08965243014713,1.15058983368166,1.07114789418702,1.0976050710469,0.92797363965682,0.84699999471078,1.0874925428858,1.05631082606724,1.1408048236007,1.1276666447367
1.11526849409027,1.178084722511,1.07984714249814,1.09341084145853,0.937120377303912,0.849988003142095,1.08685076431124,1.05425578115954,1.14945486070243,1.1296658511389
1.14416892889439,1.20554242118071,1.08745981804933,1.0894927641986,0.943375190238207,0.854684627821895,1.08640820740636,1.0528856254979,1.15641061778435,1.13232342000725
1.17544750629391,1.23202772956023,1.09374515010856,1.08557064219587,0.947964260587715,0.86011210066112,1.08637627617796,1.05242252187158,1.16288433495511,1.1354938124616
1.20826938144917,1.25640978392595,1.09861271655112,1.08144534298008,0.95217945241699,0.866411535240233,1.08656506424363,1.05296233199767,1.16935308896533,1.13904291524806
1.24206001232396,1.27854020447926,1.10176472535268,1.07722653719428,0.956310977172083,0.873824956165733,1.08654424148776,1.05370921692428,1.17599175206675,1.14315533897355
1.27641907450612,1.30024336702141,1.1037221429554,1.07331900791677,0.959932441740165,0.882385128140931,1.08652032067189,1.05463545978257,1.18315568194878,1.14803098018373
1.31088491472946,1.32152820894352,1.10559429232691,1.06996839801115,0.962834902564908,0.890672349436124,1.08670655567332,1.05570907714931,1.1912169224668,1.15313424857213
1.34566230184883,1.34252905773128,1.10784558959374,1.06729189197934,0.965118200712626,0.898152955253773,1.08654073762502,1.05742050408601,1.19975422204955,1.15818195690727
1.37966001122403,1.36258942140884,1.11097805470074,1.06516524847481,0.96605834147821,0.904459202889842,1.08570748956058,1.06082329592917,1.20883295398662,1.16306016405517
1.41235302413671,1.38134136281809,1.11459717959409,1.06352601656274,0.964169688958648,0.910198188933068,1.08407355244101,1.06533511671296,1.2180071797629,1.1673345179948
1.44394604680165,1.39776503330089,1.11904126081115,1.06164550514252,0.96046857795789,0.917071890021634,1.08153118860075,1.0701071186162,1.22665414971989,1.17110679681208
1.47214236252404,1.41013432854986,1.12378596056916,1.05990339461529,0.954515889521749,0.925370085763308,1.07788240345554,1.07565734437453,1.23422720507761,1.17414374360469
1.49813841153688,1.42129948351348,1.12856301549307,1.05831868185693,0.946343012203344,0.93377316687205,1.07354176709075,1.08237331230735,1.24018651427759,1.1761513556761
1.51933845634143,1.43140499621674,1.13369602974369,1.05704059058257,0.936073391546033,0.940667678986076,1.06857728982703,1.09108931531702,1.2441570356943,1.17730545831771
1.53460006390472,1.44018516292313,1.13879881323755,1.05540723563115,0.924585393506891,0.944875537879531,1.06296116838777,1.10068977312695,1.24664814829636,1.17776883275389
1.54390064067335,1.44747392489821,1.14387527385889,1.05354957577089,0.911342987149255,0.946960360501692,1.05694684017437,1.11090622882941,1.24791968957318,1.17759324888142
1.54574153914689,1.45379850670633,1.14874928005231,1.05178540729579,0.896741405586971,0.946352098718269,1.05058878392026,1.1204445972601,1.2475167114687,1.17611376192018
1.53986063600898,1.45880527244554,1.15304173431208,1.05024883225773,0.882019329324299,0.94407999683956,1.04454729906681,1.13045006203484,1.24642647617926,1.17317491837945
1.52554318783935,1.46218168037701,1.15684073378159,1.04882135680629,0.866799269154667,0.939248628661116,1.03893729877819,1.14045652618317,1.24443332764046,1.16889925785881
